,Accession,Segment,Nuc_Completeness,Species
1393,MT514284.1,M,partial,Orthohantavirus puumalaense
1394,MT514291.1,L,complete,Orthohantavirus puumalaense
1395,MT514292.1,L,complete,Orthohantavirus puumalaense
1396,MT514293.1,L,complete,Orthohantavirus puumalaense
1397,MT514294.1,L,complete,Orthohantavirus puumalaense
1398,MN624166.1,L,partial,Orthohantavirus puumalaense
1399,MT495323.1,M,partial,Orthohantavirus puumalaense
1400,MT495324.1,M,partial,Orthohantavirus puumalaense
1401,MT495325.1,M,partial,Orthohantavirus puumalaense
1402,MT495326.1,M,partial,Orthohantavirus puumalaense
1403,MT495327.1,M,partial,Orthohantavirus puumalaense
1404,MT495328.1,M,partial,Orthohantavirus puumalaense
1405,MT495329.1,M,partial,Orthohantavirus puumalaense
1406,MT495330.1,M,partial,Orthohantavirus puumalaense
1407,MT495331.1,M,partial,Orthohantavirus puumalaense
1408,MT495332.1,M,partial,Orthohantavirus puumalaense
1409,MT495333.1,M,partial,Orthohantavirus puumalaense
1410,MT495334.1,M,partial,Orthohantavirus puumalaense
1411,MT495335.1,M,partial,Orthohantavirus puumalaense
1412,MT495336.1,M,partial,Orthohantavirus puumalaense
1413,MT495337.1,M,partial,Orthohantavirus puumalaense
1414,MT495338.1,M,partial,Orthohantavirus puumalaense
1415,MT495339.1,M,partial,Orthohantavirus puumalaense
1416,MT495340.1,M,partial,Orthohantavirus puumalaense
1417,MT495341.1,M,partial,Orthohantavirus puumalaense
1418,MT495342.1,M,partial,Orthohantavirus puumalaense
1419,MT495343.1,M,partial,Orthohantavirus puumalaense
1420,MT495344.1,M,partial,Orthohantavirus puumalaense
1421,MT495345.1,M,partial,Orthohantavirus puumalaense
1422,MT495346.1,M,partial,Orthohantavirus puumalaense
1423,MT495347.1,M,partial,Orthohantavirus puumalaense
1424,MT495348.1,M,partial,Orthohantavirus puumalaense
1425,MT495349.1,M,partial,Orthohantavirus puumalaense
1426,MT495350.1,M,partial,Orthohantavirus puumalaense
1427,MT495351.1,M,partial,Orthohantavirus puumalaense
1428,MT495352.1,M,partial,Orthohantavirus puumalaense
1429,MT495353.1,M,partial,Orthohantavirus puumalaense
1430,MT495354.1,M,partial,Orthohantavirus puumalaense
1431,MT495355.1,M,partial,Orthohantavirus puumalaense
1432,MT495356.1,S,partial,Orthohantavirus puumalaense
1433,MT495357.1,S,partial,Orthohantavirus puumalaense
1434,MT495358.1,S,partial,Orthohantavirus puumalaense
1435,MT495359.1,S,partial,Orthohantavirus puumalaense
1436,MT495360.1,S,partial,Orthohantavirus puumalaense
1437,MT495361.1,S,partial,Orthohantavirus puumalaense
1438,MT495362.1,S,partial,Orthohantavirus puumalaense
1439,MT495363.1,S,partial,Orthohantavirus puumalaense
1440,MT495364.1,S,partial,Orthohantavirus puumalaense
1441,MT495365.1,S,partial,Orthohantavirus puumalaense
1442,MT495366.1,S,partial,Orthohantavirus puumalaense
1443,MT495367.1,S,partial,Orthohantavirus puumalaense
1444,MT495368.1,S,partial,Orthohantavirus puumalaense
1445,MT495369.1,S,partial,Orthohantavirus puumalaense
1446,MT495370.1,S,partial,Orthohantavirus puumalaense
1447,MT495371.1,S,partial,Orthohantavirus puumalaense
1448,MT495372.1,S,partial,Orthohantavirus puumalaense
1449,MT495373.1,S,partial,Orthohantavirus puumalaense
1450,MT495374.1,S,partial,Orthohantavirus puumalaense
1451,MT495375.1,S,partial,Orthohantavirus puumalaense
1452,MT495376.1,S,partial,Orthohantavirus puumalaense
1453,MT495377.1,S,partial,Orthohantavirus puumalaense
1454,MT495378.1,S,partial,Orthohantavirus puumalaense
1455,MT495379.1,S,partial,Orthohantavirus puumalaense
1456,MT495380.1,S,partial,Orthohantavirus puumalaense
1457,MT495381.1,S,partial,Orthohantavirus puumalaense
1458,MT495382.1,S,partial,Orthohantavirus puumalaense
1459,MT495383.1,S,partial,Orthohantavirus puumalaense
1460,MT495384.1,S,partial,Orthohantavirus puumalaense
1461,MT495385.1,S,partial,Orthohantavirus puumalaense
1462,MT495386.1,S,partial,Orthohantavirus puumalaense
1463,MT495387.1,S,partial,Orthohantavirus puumalaense
1464,MT495388.1,S,partial,Orthohantavirus puumalaense
1465,MT502385.1,L,partial,Orthohantavirus puumalaense
1466,MT502386.1,L,partial,Orthohantavirus puumalaense
1467,MT502387.1,L,partial,Orthohantavirus puumalaense
1468,MT502388.1,L,partial,Orthohantavirus puumalaense
1469,MT502389.1,L,partial,Orthohantavirus puumalaense
1470,MT502390.1,L,partial,Orthohantavirus puumalaense
1471,MT502391.1,L,partial,Orthohantavirus puumalaense
1472,MT502392.1,L,partial,Orthohantavirus puumalaense
1473,MT502393.1,L,partial,Orthohantavirus puumalaense
1474,MT502394.1,L,partial,Orthohantavirus puumalaense
1475,MT502395.1,L,partial,Orthohantavirus puumalaense
1476,MT502396.1,L,partial,Orthohantavirus puumalaense
1477,MT502397.1,L,partial,Orthohantavirus puumalaense
1478,MT502398.1,L,partial,Orthohantavirus puumalaense
1479,MT502399.1,L,partial,Orthohantavirus puumalaense
1480,MT502400.1,L,partial,Orthohantavirus puumalaense
1481,MT502401.1,L,partial,Orthohantavirus puumalaense
1482,MT502402.1,L,partial,Orthohantavirus puumalaense
1483,MT502403.1,L,partial,Orthohantavirus puumalaense
1484,MT502404.1,L,partial,Orthohantavirus puumalaense
1485,MT502405.1,L,partial,Orthohantavirus puumalaense
1486,MT502406.1,L,partial,Orthohantavirus puumalaense
1487,MT502407.1,L,partial,Orthohantavirus puumalaense
1488,MT502408.1,L,partial,Orthohantavirus puumalaense
1489,MT502409.1,L,partial,Orthohantavirus puumalaense
1490,MT502410.1,L,partial,Orthohantavirus puumalaense
1491,MT024590.1,S,complete,Orthohantavirus puumalaense
1492,MT024591.1,M,complete,Orthohantavirus puumalaense
1493,MT024592.1,L,complete,Orthohantavirus puumalaense
1494,MT024593.1,S,complete,Orthohantavirus puumalaense
1495,MT024594.1,M,complete,Orthohantavirus puumalaense
1496,MT024595.1,L,complete,Orthohantavirus puumalaense
1497,MN639737.1,L,complete,Orthohantavirus puumalaense
1498,MN639738.1,M,complete,Orthohantavirus puumalaense
1499,MN639739.1,S,complete,Orthohantavirus puumalaense
1500,MN639740.1,L,complete,Orthohantavirus puumalaense
1501,MN639741.1,M,complete,Orthohantavirus puumalaense
1502,MN639742.1,S,complete,Orthohantavirus puumalaense
1503,MN639743.1,L,complete,Orthohantavirus puumalaense
1504,MN639744.1,M,complete,Orthohantavirus puumalaense
1505,MN639745.1,S,complete,Orthohantavirus puumalaense
1506,MN639746.1,L,complete,Orthohantavirus puumalaense
1507,MN639747.1,M,complete,Orthohantavirus puumalaense
1508,MN639748.1,S,complete,Orthohantavirus puumalaense
1509,MN639749.1,L,complete,Orthohantavirus puumalaense
1510,MN639750.1,M,complete,Orthohantavirus puumalaense
1511,MN639751.1,S,complete,Orthohantavirus puumalaense
1512,MN639752.1,L,complete,Orthohantavirus puumalaense
1513,MN639753.1,M,complete,Orthohantavirus puumalaense
1514,MN639754.1,S,complete,Orthohantavirus puumalaense
1515,MK496159.1,S,partial,Orthohantavirus puumalaense
1516,MK496160.1,M,partial,Orthohantavirus puumalaense
1517,MK496161.1,L,partial,Orthohantavirus puumalaense
1518,MK496162.1,S,partial,Orthohantavirus puumalaense
1519,MK496163.1,M,partial,Orthohantavirus puumalaense
1520,MK496164.1,L,partial,Orthohantavirus puumalaense
1521,MN026167.1,L,partial,Orthohantavirus puumalaense
1522,MN026168.1,L,partial,Orthohantavirus puumalaense
1523,MN026169.1,L,partial,Orthohantavirus puumalaense
1524,MN026170.1,L,partial,Orthohantavirus puumalaense
1525,MN026171.1,L,partial,Orthohantavirus puumalaense
1526,MN026172.1,L,partial,Orthohantavirus puumalaense
1527,MN026173.1,L,partial,Orthohantavirus puumalaense
1528,MN026174.1,L,partial,Orthohantavirus puumalaense
1529,MN026175.1,L,partial,Orthohantavirus puumalaense
1530,MN026176.1,L,partial,Orthohantavirus puumalaense
1531,MN026177.1,L,partial,Orthohantavirus puumalaense
1532,MN026178.1,L,partial,Orthohantavirus puumalaense
1533,MN026179.1,L,partial,Orthohantavirus puumalaense
1534,MN026180.1,L,partial,Orthohantavirus puumalaense
1535,MN026181.1,L,partial,Orthohantavirus puumalaense
1536,MN026182.1,L,partial,Orthohantavirus puumalaense
1537,MN026183.1,L,partial,Orthohantavirus puumalaense
1538,MN026184.1,L,partial,Orthohantavirus puumalaense
1539,MN026185.1,L,partial,Orthohantavirus puumalaense
1540,MN026186.1,L,partial,Orthohantavirus puumalaense
1541,MN026187.1,L,partial,Orthohantavirus puumalaense
1542,MN026188.1,L,partial,Orthohantavirus puumalaense
1543,MN026189.1,L,partial,Orthohantavirus puumalaense
1544,MN026190.1,L,partial,Orthohantavirus puumalaense
1545,MN026191.1,L,partial,Orthohantavirus puumalaense
1546,MN026192.1,L,partial,Orthohantavirus puumalaense
1547,MN026193.1,L,partial,Orthohantavirus puumalaense
1548,MN026194.1,L,partial,Orthohantavirus puumalaense
1549,MN026195.1,L,partial,Orthohantavirus puumalaense
1550,MN026196.1,L,partial,Orthohantavirus puumalaense
1551,MN026197.1,L,partial,Orthohantavirus puumalaense
1552,MN026198.1,L,partial,Orthohantavirus puumalaense
1553,MN026199.1,L,partial,Orthohantavirus puumalaense
1554,MN026200.1,L,partial,Orthohantavirus puumalaense
1555,MN026201.1,L,partial,Orthohantavirus puumalaense
1556,MN026202.1,L,partial,Orthohantavirus puumalaense
1557,MN026203.1,L,partial,Orthohantavirus puumalaense
1558,MN026204.1,L,partial,Orthohantavirus puumalaense
1559,MN026205.1,L,partial,Orthohantavirus puumalaense
1560,MN026206.1,L,partial,Orthohantavirus puumalaense
1561,MN026207.1,L,partial,Orthohantavirus puumalaense
1562,MN026208.1,L,partial,Orthohantavirus puumalaense
1563,MN026209.1,L,partial,Orthohantavirus puumalaense
1564,MN026210.1,L,partial,Orthohantavirus puumalaense
1565,MN026211.1,L,partial,Orthohantavirus puumalaense
1566,MN026212.1,L,partial,Orthohantavirus puumalaense
1567,MN026213.1,L,partial,Orthohantavirus puumalaense
1568,MN026214.1,L,partial,Orthohantavirus puumalaense
1569,MN026215.1,L,partial,Orthohantavirus puumalaense
1570,MN026216.1,L,partial,Orthohantavirus puumalaense
1571,MN026217.1,L,partial,Orthohantavirus puumalaense
1572,MN026218.1,L,partial,Orthohantavirus puumalaense
1573,MN026219.1,L,partial,Orthohantavirus puumalaense
1574,MN026220.1,L,partial,Orthohantavirus puumalaense
1575,MN026221.1,L,partial,Orthohantavirus puumalaense
1576,MN026222.1,L,partial,Orthohantavirus puumalaense
1577,MN026223.1,L,partial,Orthohantavirus puumalaense
1578,MN026224.1,L,partial,Orthohantavirus puumalaense
1579,MN026225.1,L,partial,Orthohantavirus puumalaense
1580,MN026226.1,L,partial,Orthohantavirus puumalaense
1581,MN026227.1,L,partial,Orthohantavirus puumalaense
1582,MN026228.1,L,partial,Orthohantavirus puumalaense
1583,MN026229.1,L,partial,Orthohantavirus puumalaense
1584,MN026230.1,L,partial,Orthohantavirus puumalaense
1585,MN026231.1,L,partial,Orthohantavirus puumalaense
1586,MN026232.1,L,partial,Orthohantavirus puumalaense
1587,MN026233.1,L,partial,Orthohantavirus puumalaense
1588,MN026234.1,L,partial,Orthohantavirus puumalaense
1589,MN026235.1,L,partial,Orthohantavirus puumalaense
1590,MN026236.1,L,partial,Orthohantavirus puumalaense
1591,MN026237.1,L,partial,Orthohantavirus puumalaense
1592,MN026238.1,L,partial,Orthohantavirus puumalaense
1593,MN026239.1,L,partial,Orthohantavirus puumalaense
1594,MN026240.1,L,partial,Orthohantavirus puumalaense
1595,MN026241.1,L,partial,Orthohantavirus puumalaense
1596,MN026242.1,L,partial,Orthohantavirus puumalaense
1597,MN026243.1,L,partial,Orthohantavirus puumalaense
1598,MN026244.1,L,partial,Orthohantavirus puumalaense
1599,MN026245.1,L,partial,Orthohantavirus puumalaense
1600,MN026246.1,L,partial,Orthohantavirus puumalaense
1601,MN026247.1,L,partial,Orthohantavirus puumalaense
1602,MN026248.1,L,partial,Orthohantavirus puumalaense
1603,MN026249.1,L,partial,Orthohantavirus puumalaense
1604,MN026250.1,L,partial,Orthohantavirus puumalaense
1605,MN026251.1,L,partial,Orthohantavirus puumalaense
1606,MN026252.1,L,partial,Orthohantavirus puumalaense
1607,MN026253.1,L,partial,Orthohantavirus puumalaense
1608,MN026254.1,L,partial,Orthohantavirus puumalaense
1609,MN026255.1,L,partial,Orthohantavirus puumalaense
1610,MN026256.1,L,partial,Orthohantavirus puumalaense
1611,MN026257.1,L,partial,Orthohantavirus puumalaense
1612,MN026258.1,L,partial,Orthohantavirus puumalaense
1613,MN026259.1,L,partial,Orthohantavirus puumalaense
1614,MN026260.1,L,partial,Orthohantavirus puumalaense
1615,MN026261.1,L,partial,Orthohantavirus puumalaense
1616,MN026262.1,L,partial,Orthohantavirus puumalaense
1617,MN026263.1,S,partial,Orthohantavirus puumalaense
1618,MN026264.1,S,partial,Orthohantavirus puumalaense
1619,MK770459.1,S,partial,Orthohantavirus puumalaense
1620,MK770460.1,S,partial,Orthohantavirus puumalaense
1621,MK770461.1,S,partial,Orthohantavirus puumalaense
1622,MK770462.1,S,partial,Orthohantavirus puumalaense
1623,MK770463.1,S,partial,Orthohantavirus puumalaense
1624,MK770464.1,S,partial,Orthohantavirus puumalaense
1625,MK770465.1,S,partial,Orthohantavirus puumalaense
1626,MK770466.1,S,partial,Orthohantavirus puumalaense
1627,MK770467.1,S,partial,Orthohantavirus puumalaense
1628,MK770468.1,S,partial,Orthohantavirus puumalaense
1629,MK770469.1,S,partial,Orthohantavirus puumalaense
1630,MK770470.1,S,partial,Orthohantavirus puumalaense
1631,MK770471.1,S,partial,Orthohantavirus puumalaense
1632,MK770472.1,S,partial,Orthohantavirus puumalaense
1633,MK770473.1,S,partial,Orthohantavirus puumalaense
1634,MK770474.1,S,partial,Orthohantavirus puumalaense
1635,MK770475.1,S,partial,Orthohantavirus puumalaense
1636,MK770476.1,S,partial,Orthohantavirus puumalaense
1637,MK770477.1,S,partial,Orthohantavirus puumalaense
1638,MK770478.1,S,partial,Orthohantavirus puumalaense
1639,MK770479.1,S,partial,Orthohantavirus puumalaense
1640,MK770480.1,S,partial,Orthohantavirus puumalaense
1641,MK770481.1,S,partial,Orthohantavirus puumalaense
1642,MK770482.1,S,partial,Orthohantavirus puumalaense
1643,MK770483.1,S,partial,Orthohantavirus puumalaense
1644,MK770484.1,S,partial,Orthohantavirus puumalaense
1645,MK770485.1,S,partial,Orthohantavirus puumalaense
1646,MK770486.1,S,partial,Orthohantavirus puumalaense
1647,MK770487.1,S,partial,Orthohantavirus puumalaense
1648,MK770488.1,S,partial,Orthohantavirus puumalaense
1649,MK770489.1,S,partial,Orthohantavirus puumalaense
1650,MK770490.1,S,partial,Orthohantavirus puumalaense
1651,MK770491.1,S,partial,Orthohantavirus puumalaense
1652,MK770492.1,S,partial,Orthohantavirus puumalaense
1653,MK770493.1,S,partial,Orthohantavirus puumalaense
1654,MK770494.1,S,partial,Orthohantavirus puumalaense
1655,MK770495.1,S,partial,Orthohantavirus puumalaense
1656,MK770496.1,S,partial,Orthohantavirus puumalaense
1657,MK770497.1,S,partial,Orthohantavirus puumalaense
1658,MK770498.1,S,partial,Orthohantavirus puumalaense
1659,MK770499.1,S,partial,Orthohantavirus puumalaense
1660,MK770500.1,S,partial,Orthohantavirus puumalaense
1661,MK770501.1,S,partial,Orthohantavirus puumalaense
1662,MK770502.1,S,partial,Orthohantavirus puumalaense
1663,MK770503.1,S,partial,Orthohantavirus puumalaense
1664,MK770505.1,S,partial,Orthohantavirus puumalaense
1665,MK770506.1,S,partial,Orthohantavirus puumalaense
1666,MK770507.1,S,partial,Orthohantavirus puumalaense
1667,MK770508.1,S,partial,Orthohantavirus puumalaense
1668,MK770509.1,S,partial,Orthohantavirus puumalaense
1669,MK770510.1,S,partial,Orthohantavirus puumalaense
1670,MK770511.1,S,partial,Orthohantavirus puumalaense
1671,MK770512.1,S,partial,Orthohantavirus puumalaense
1672,MK770513.1,S,partial,Orthohantavirus puumalaense
1673,MK770514.1,S,partial,Orthohantavirus puumalaense
1674,MK770515.1,S,partial,Orthohantavirus puumalaense
1675,MK770516.1,S,partial,Orthohantavirus puumalaense
1676,MK770517.1,S,partial,Orthohantavirus puumalaense
1677,MK770518.1,S,partial,Orthohantavirus puumalaense
1678,MK770519.1,S,partial,Orthohantavirus puumalaense
1679,MK770520.1,S,partial,Orthohantavirus puumalaense
1680,MK770521.1,S,partial,Orthohantavirus puumalaense
1681,MK770522.1,S,partial,Orthohantavirus puumalaense
1682,MK770523.1,S,partial,Orthohantavirus puumalaense
1683,MK770524.1,S,partial,Orthohantavirus puumalaense
1684,MK770525.1,S,partial,Orthohantavirus puumalaense
1685,MK770526.1,S,partial,Orthohantavirus puumalaense
1686,MK770527.1,S,partial,Orthohantavirus puumalaense
1687,MK770528.1,S,partial,Orthohantavirus puumalaense
1688,MK770529.1,S,partial,Orthohantavirus puumalaense
1689,MK770530.1,S,partial,Orthohantavirus puumalaense
1690,MK770531.1,S,partial,Orthohantavirus puumalaense
1691,MK770532.1,S,partial,Orthohantavirus puumalaense
1692,MK770533.1,S,partial,Orthohantavirus puumalaense
1693,MK770534.1,S,partial,Orthohantavirus puumalaense
1694,MK770536.1,S,partial,Orthohantavirus puumalaense
1695,MK770537.1,S,partial,Orthohantavirus puumalaense
1696,MK770538.1,S,partial,Orthohantavirus puumalaense
1697,MK770539.1,S,partial,Orthohantavirus puumalaense
1698,MK770540.1,S,partial,Orthohantavirus puumalaense
1699,MK770541.1,S,partial,Orthohantavirus puumalaense
1700,MK770542.1,S,partial,Orthohantavirus puumalaense
1701,MK770543.1,S,partial,Orthohantavirus puumalaense
1702,MK770544.1,S,partial,Orthohantavirus puumalaense
1703,MK770545.1,S,partial,Orthohantavirus puumalaense
1704,MK770546.1,S,partial,Orthohantavirus puumalaense
1705,MK770547.1,S,partial,Orthohantavirus puumalaense
1706,MK770548.1,S,partial,Orthohantavirus puumalaense
1707,MK770549.1,S,partial,Orthohantavirus puumalaense
1708,MK770550.1,S,partial,Orthohantavirus puumalaense
1709,MK770551.1,S,partial,Orthohantavirus puumalaense
1710,MK770552.1,S,partial,Orthohantavirus puumalaense
1711,MK770553.1,S,partial,Orthohantavirus puumalaense
1712,MK770554.1,S,partial,Orthohantavirus puumalaense
1713,MK770555.1,S,partial,Orthohantavirus puumalaense
1714,MK770556.1,S,partial,Orthohantavirus puumalaense
1715,MK770557.1,S,partial,Orthohantavirus puumalaense
1716,MK770558.1,S,partial,Orthohantavirus puumalaense
1717,MK770559.1,S,partial,Orthohantavirus puumalaense
1718,MK770560.1,S,partial,Orthohantavirus puumalaense
1719,MK770561.1,S,partial,Orthohantavirus puumalaense
1720,MK770562.1,S,partial,Orthohantavirus puumalaense
1721,MK770563.1,S,partial,Orthohantavirus puumalaense
1722,MK770564.1,S,partial,Orthohantavirus puumalaense
1723,MK770565.1,S,partial,Orthohantavirus puumalaense
1724,MK770566.1,S,partial,Orthohantavirus puumalaense
1725,MK770567.1,S,partial,Orthohantavirus puumalaense
1726,MK770568.1,S,partial,Orthohantavirus puumalaense
1727,MK770569.1,S,partial,Orthohantavirus puumalaense
1728,MK770570.1,S,partial,Orthohantavirus puumalaense
1729,MK770571.1,S,partial,Orthohantavirus puumalaense
1730,MK770572.1,S,partial,Orthohantavirus puumalaense
1731,MK770573.1,S,partial,Orthohantavirus puumalaense
1732,MK770574.1,S,partial,Orthohantavirus puumalaense
1733,MK770575.1,S,partial,Orthohantavirus puumalaense
1734,MK770576.1,S,partial,Orthohantavirus puumalaense
1735,MK770577.1,S,partial,Orthohantavirus puumalaense
1736,MK770578.1,S,partial,Orthohantavirus puumalaense
1737,MK770579.1,S,partial,Orthohantavirus puumalaense
1738,MK770580.1,S,partial,Orthohantavirus puumalaense
1739,MK770581.1,S,partial,Orthohantavirus puumalaense
1740,MK770582.1,S,partial,Orthohantavirus puumalaense
1741,MK770583.1,S,partial,Orthohantavirus puumalaense
1742,MK770584.1,S,partial,Orthohantavirus puumalaense
