Accession,GenBank_RefSeq,Assembly,SRA_Accession,BioSample,BioProject,Organism_Name,Species,Genus,Family,Genotype,Isolate,Segment,GenBank_Title,Length,Nuc_Completeness,Geo_Location,Country,USA,Host,Tissue_Specimen_Source,Submitters,Organization,Org_location,Publications,Collection_Date,Release_Date,Molecule_type
MT453517.1,GenBank,,,,,Orthohantavirus puumalaense,Orthohantavirus puumalaense,Orthohantavirus,Hantaviridae,,KS10_1076,,"Orthohantavirus puumalaense isolate KS10_1076 nucleocapsid protein gene, partial cds",1008,partial,Germany: Baden-Wuerttemberg,Germany,,Myodes glareolus,lung,"Binder,F., Ryll,R., Drewes,S., Jagdmann,S., Reil,D., Hiltbrunner,M., Rosenfeld,U.M., Imholt,C., Jacob,J., Heckel,G., Ulrich,R.G.","Friedrich-Loeffler-Institut, Institute of Novel and Emerging Diseases",,,2010-04-21,2021-05-07,ssRNA(-)
MT453518.1,GenBank,,,,,Orthohantavirus puumalaense,Orthohantavirus puumalaense,Orthohantavirus,Hantaviridae,,KS10_1077,,"Orthohantavirus puumalaense isolate KS10_1077 nucleocapsid protein gene, partial cds",1008,partial,Germany: Baden-Wuerttemberg,Germany,,Myodes glareolus,lung,"Binder,F., Ryll,R., Drewes,S., Jagdmann,S., Reil,D., Hiltbrunner,M., Rosenfeld,U.M., Imholt,C., Jacob,J., Heckel,G., Ulrich,R.G.","Friedrich-Loeffler-Institut, Institute of Novel and Emerging Diseases",,,2010-04-26,2021-05-07,ssRNA(-)
MT453519.1,GenBank,,,,,Orthohantavirus puumalaense,Orthohantavirus puumalaense,Orthohantavirus,Hantaviridae,,KS10_1078,,"Orthohantavirus puumalaense isolate KS10_1078 nucleocapsid protein gene, partial cds",1008,partial,Germany: Baden-Wuerttemberg,Germany,,Myodes glareolus,lung,"Binder,F., Ryll,R., Drewes,S., Jagdmann,S., Reil,D., Hiltbrunner,M., Rosenfeld,U.M., Imholt,C., Jacob,J., Heckel,G., Ulrich,R.G.","Friedrich-Loeffler-Institut, Institute of Novel and Emerging Diseases",,,2010-04-23,2021-05-07,ssRNA(-)
MT453520.1,GenBank,,,,,Orthohantavirus puumalaense,Orthohantavirus puumalaense,Orthohantavirus,Hantaviridae,,KS10_1081,,"Orthohantavirus puumalaense isolate KS10_1081 nucleocapsid protein gene, partial cds",1008,partial,Germany: Baden-Wuerttemberg,Germany,,Myodes glareolus,lung,"Binder,F., Ryll,R., Drewes,S., Jagdmann,S., Reil,D., Hiltbrunner,M., Rosenfeld,U.M., Imholt,C., Jacob,J., Heckel,G., Ulrich,R.G.","Friedrich-Loeffler-Institut, Institute of Novel and Emerging Diseases",,,2010-04-25,2021-05-07,ssRNA(-)
MT453521.1,GenBank,,,,,Orthohantavirus puumalaense,Orthohantavirus puumalaense,Orthohantavirus,Hantaviridae,,KS10_1082,,"Orthohantavirus puumalaense isolate KS10_1082 nucleocapsid protein gene, partial cds",1008,partial,Germany: Baden-Wuerttemberg,Germany,,Myodes glareolus,lung,"Binder,F., Ryll,R., Drewes,S., Jagdmann,S., Reil,D., Hiltbrunner,M., Rosenfeld,U.M., Imholt,C., Jacob,J., Heckel,G., Ulrich,R.G.","Friedrich-Loeffler-Institut, Institute of Novel and Emerging Diseases",,,2010-04-25,2021-05-07,ssRNA(-)
MT453522.1,GenBank,,,,,Orthohantavirus puumalaense,Orthohantavirus puumalaense,Orthohantavirus,Hantaviridae,,KS10_1083,,"Orthohantavirus puumalaense isolate KS10_1083 nucleocapsid protein gene, partial cds",1008,partial,Germany: Baden-Wuerttemberg,Germany,,Myodes glareolus,lung,"Binder,F., Ryll,R., Drewes,S., Jagdmann,S., Reil,D., Hiltbrunner,M., Rosenfeld,U.M., Imholt,C., Jacob,J., Heckel,G., Ulrich,R.G.","Friedrich-Loeffler-Institut, Institute of Novel and Emerging Diseases",,,2010-04-25,2021-05-07,ssRNA(-)
MT453523.1,GenBank,,,,,Orthohantavirus puumalaense,Orthohantavirus puumalaense,Orthohantavirus,Hantaviridae,,KS10_1084,,"Orthohantavirus puumalaense isolate KS10_1084 nucleocapsid protein gene, partial cds",1008,partial,Germany: Baden-Wuerttemberg,Germany,,Myodes glareolus,lung,"Binder,F., Ryll,R., Drewes,S., Jagdmann,S., Reil,D., Hiltbrunner,M., Rosenfeld,U.M., Imholt,C., Jacob,J., Heckel,G., Ulrich,R.G.","Friedrich-Loeffler-Institut, Institute of Novel and Emerging Diseases",,,2010-04-25,2021-05-07,ssRNA(-)
MT453524.1,GenBank,,,,,Orthohantavirus puumalaense,Orthohantavirus puumalaense,Orthohantavirus,Hantaviridae,,KS10_1086,,"Orthohantavirus puumalaense isolate KS10_1086 nucleocapsid protein gene, partial cds",1008,partial,Germany: Baden-Wuerttemberg,Germany,,Myodes glareolus,lung,"Binder,F., Ryll,R., Drewes,S., Jagdmann,S., Reil,D., Hiltbrunner,M., Rosenfeld,U.M., Imholt,C., Jacob,J., Heckel,G., Ulrich,R.G.","Friedrich-Loeffler-Institut, Institute of Novel and Emerging Diseases",,,2010-04-23,2021-05-07,ssRNA(-)
MT453525.1,GenBank,,,,,Orthohantavirus puumalaense,Orthohantavirus puumalaense,Orthohantavirus,Hantaviridae,,KS10_1089,,"Orthohantavirus puumalaense isolate KS10_1089 nucleocapsid protein gene, partial cds",1008,partial,Germany: Baden-Wuerttemberg,Germany,,Myodes glareolus,lung,"Binder,F., Ryll,R., Drewes,S., Jagdmann,S., Reil,D., Hiltbrunner,M., Rosenfeld,U.M., Imholt,C., Jacob,J., Heckel,G., Ulrich,R.G.","Friedrich-Loeffler-Institut, Institute of Novel and Emerging Diseases",,,2010-04-22,2021-05-07,ssRNA(-)
MT453526.1,GenBank,,,,,Orthohantavirus puumalaense,Orthohantavirus puumalaense,Orthohantavirus,Hantaviridae,,KS10_1093,,"Orthohantavirus puumalaense isolate KS10_1093 nucleocapsid protein gene, partial cds",1008,partial,Germany: Baden-Wuerttemberg,Germany,,Myodes glareolus,lung,"Binder,F., Ryll,R., Drewes,S., Jagdmann,S., Reil,D., Hiltbrunner,M., Rosenfeld,U.M., Imholt,C., Jacob,J., Heckel,G., Ulrich,R.G.","Friedrich-Loeffler-Institut, Institute of Novel and Emerging Diseases",,,2010-04-25,2021-05-07,ssRNA(-)
MT453527.1,GenBank,,,,,Orthohantavirus puumalaense,Orthohantavirus puumalaense,Orthohantavirus,Hantaviridae,,KS10_1098,,"Orthohantavirus puumalaense isolate KS10_1098 nucleocapsid protein gene, partial cds",1008,partial,Germany: Baden-Wuerttemberg,Germany,,Myodes glareolus,lung,"Binder,F., Ryll,R., Drewes,S., Jagdmann,S., Reil,D., Hiltbrunner,M., Rosenfeld,U.M., Imholt,C., Jacob,J., Heckel,G., Ulrich,R.G.","Friedrich-Loeffler-Institut, Institute of Novel and Emerging Diseases",,,2010-04-26,2021-05-07,ssRNA(-)
MT453528.1,GenBank,,,,,Orthohantavirus puumalaense,Orthohantavirus puumalaense,Orthohantavirus,Hantaviridae,,KS10_1099,,"Orthohantavirus puumalaense isolate KS10_1099 nucleocapsid protein gene, partial cds",1008,partial,Germany: Baden-Wuerttemberg,Germany,,Myodes glareolus,lung,"Binder,F., Ryll,R., Drewes,S., Jagdmann,S., Reil,D., Hiltbrunner,M., Rosenfeld,U.M., Imholt,C., Jacob,J., Heckel,G., Ulrich,R.G.","Friedrich-Loeffler-Institut, Institute of Novel and Emerging Diseases",,,2010-04-25,2021-05-07,ssRNA(-)
MT453529.1,GenBank,,,,,Orthohantavirus puumalaense,Orthohantavirus puumalaense,Orthohantavirus,Hantaviridae,,KS10_1100,,"Orthohantavirus puumalaense isolate KS10_1100 nucleocapsid protein gene, partial cds",1008,partial,Germany: Baden-Wuerttemberg,Germany,,Myodes glareolus,lung,"Binder,F., Ryll,R., Drewes,S., Jagdmann,S., Reil,D., Hiltbrunner,M., Rosenfeld,U.M., Imholt,C., Jacob,J., Heckel,G., Ulrich,R.G.","Friedrich-Loeffler-Institut, Institute of Novel and Emerging Diseases",,,2010-04-22,2021-05-07,ssRNA(-)
MT453530.1,GenBank,,,,,Orthohantavirus puumalaense,Orthohantavirus puumalaense,Orthohantavirus,Hantaviridae,,KS10_1103,,"Orthohantavirus puumalaense isolate KS10_1103 nucleocapsid protein gene, partial cds",1008,partial,Germany: Baden-Wuerttemberg,Germany,,Myodes glareolus,lung,"Binder,F., Ryll,R., Drewes,S., Jagdmann,S., Reil,D., Hiltbrunner,M., Rosenfeld,U.M., Imholt,C., Jacob,J., Heckel,G., Ulrich,R.G.","Friedrich-Loeffler-Institut, Institute of Novel and Emerging Diseases",,,2010-04-23,2021-05-07,ssRNA(-)
MT453531.1,GenBank,,,,,Orthohantavirus puumalaense,Orthohantavirus puumalaense,Orthohantavirus,Hantaviridae,,KS10_1109,,"Orthohantavirus puumalaense isolate KS10_1109 nucleocapsid protein gene, partial cds",1008,partial,Germany: Baden-Wuerttemberg,Germany,,Myodes glareolus,lung,"Binder,F., Ryll,R., Drewes,S., Jagdmann,S., Reil,D., Hiltbrunner,M., Rosenfeld,U.M., Imholt,C., Jacob,J., Heckel,G., Ulrich,R.G.","Friedrich-Loeffler-Institut, Institute of Novel and Emerging Diseases",,,2010-04-22,2021-05-07,ssRNA(-)
MT453532.1,GenBank,,,,,Orthohantavirus puumalaense,Orthohantavirus puumalaense,Orthohantavirus,Hantaviridae,,KS10_1114,,"Orthohantavirus puumalaense isolate KS10_1114 nucleocapsid protein gene, partial cds",1008,partial,Germany: Baden-Wuerttemberg,Germany,,Myodes glareolus,lung,"Binder,F., Ryll,R., Drewes,S., Jagdmann,S., Reil,D., Hiltbrunner,M., Rosenfeld,U.M., Imholt,C., Jacob,J., Heckel,G., Ulrich,R.G.","Friedrich-Loeffler-Institut, Institute of Novel and Emerging Diseases",,,2010-04-23,2021-05-07,ssRNA(-)
MT453533.1,GenBank,,,,,Orthohantavirus puumalaense,Orthohantavirus puumalaense,Orthohantavirus,Hantaviridae,,KS10_1115,,"Orthohantavirus puumalaense isolate KS10_1115 nucleocapsid protein gene, partial cds",1008,partial,Germany: Baden-Wuerttemberg,Germany,,Myodes glareolus,lung,"Binder,F., Ryll,R., Drewes,S., Jagdmann,S., Reil,D., Hiltbrunner,M., Rosenfeld,U.M., Imholt,C., Jacob,J., Heckel,G., Ulrich,R.G.","Friedrich-Loeffler-Institut, Institute of Novel and Emerging Diseases",,,2010-04-23,2021-05-07,ssRNA(-)
MT453534.1,GenBank,,,,,Orthohantavirus puumalaense,Orthohantavirus puumalaense,Orthohantavirus,Hantaviridae,,KS10_1118,,"Orthohantavirus puumalaense isolate KS10_1118 nucleocapsid protein gene, partial cds",1008,partial,Germany: Baden-Wuerttemberg,Germany,,Myodes glareolus,lung,"Binder,F., Ryll,R., Drewes,S., Jagdmann,S., Reil,D., Hiltbrunner,M., Rosenfeld,U.M., Imholt,C., Jacob,J., Heckel,G., Ulrich,R.G.","Friedrich-Loeffler-Institut, Institute of Novel and Emerging Diseases",,,2010-04-23,2021-05-07,ssRNA(-)
MT453535.1,GenBank,,,,,Orthohantavirus puumalaense,Orthohantavirus puumalaense,Orthohantavirus,Hantaviridae,,KS10_1121,,"Orthohantavirus puumalaense isolate KS10_1121 nucleocapsid protein gene, partial cds",1008,partial,Germany: Baden-Wuerttemberg,Germany,,Myodes glareolus,lung,"Binder,F., Ryll,R., Drewes,S., Jagdmann,S., Reil,D., Hiltbrunner,M., Rosenfeld,U.M., Imholt,C., Jacob,J., Heckel,G., Ulrich,R.G.","Friedrich-Loeffler-Institut, Institute of Novel and Emerging Diseases",,,2010-04-23,2021-05-07,ssRNA(-)
MT453536.1,GenBank,,,,,Orthohantavirus puumalaense,Orthohantavirus puumalaense,Orthohantavirus,Hantaviridae,,KS10_1124,,"Orthohantavirus puumalaense isolate KS10_1124 nucleocapsid protein gene, partial cds",1008,partial,Germany: Baden-Wuerttemberg,Germany,,Myodes glareolus,lung,"Binder,F., Ryll,R., Drewes,S., Jagdmann,S., Reil,D., Hiltbrunner,M., Rosenfeld,U.M., Imholt,C., Jacob,J., Heckel,G., Ulrich,R.G.","Friedrich-Loeffler-Institut, Institute of Novel and Emerging Diseases",,,2010-04-25,2021-05-07,ssRNA(-)
MT453537.1,GenBank,,,,,Orthohantavirus puumalaense,Orthohantavirus puumalaense,Orthohantavirus,Hantaviridae,,KS10_1127,,"Orthohantavirus puumalaense isolate KS10_1127 nucleocapsid protein gene, partial cds",1008,partial,Germany: Baden-Wuerttemberg,Germany,,Myodes glareolus,lung,"Binder,F., Ryll,R., Drewes,S., Jagdmann,S., Reil,D., Hiltbrunner,M., Rosenfeld,U.M., Imholt,C., Jacob,J., Heckel,G., Ulrich,R.G.","Friedrich-Loeffler-Institut, Institute of Novel and Emerging Diseases",,,2010-04-26,2021-05-07,ssRNA(-)
MT453538.1,GenBank,,,,,Orthohantavirus puumalaense,Orthohantavirus puumalaense,Orthohantavirus,Hantaviridae,,KS10_1128,,"Orthohantavirus puumalaense isolate KS10_1128 nucleocapsid protein gene, partial cds",1008,partial,Germany: Baden-Wuerttemberg,Germany,,Myodes glareolus,lung,"Binder,F., Ryll,R., Drewes,S., Jagdmann,S., Reil,D., Hiltbrunner,M., Rosenfeld,U.M., Imholt,C., Jacob,J., Heckel,G., Ulrich,R.G.","Friedrich-Loeffler-Institut, Institute of Novel and Emerging Diseases",,,2010-04-23,2021-05-07,ssRNA(-)
MT453539.1,GenBank,,,,,Orthohantavirus puumalaense,Orthohantavirus puumalaense,Orthohantavirus,Hantaviridae,,KS10_1135,,"Orthohantavirus puumalaense isolate KS10_1135 nucleocapsid protein gene, partial cds",1008,partial,Germany: Baden-Wuerttemberg,Germany,,Myodes glareolus,lung,"Binder,F., Ryll,R., Drewes,S., Jagdmann,S., Reil,D., Hiltbrunner,M., Rosenfeld,U.M., Imholt,C., Jacob,J., Heckel,G., Ulrich,R.G.","Friedrich-Loeffler-Institut, Institute of Novel and Emerging Diseases",,,2010-04-26,2021-05-07,ssRNA(-)
MT453540.1,GenBank,,,,,Orthohantavirus puumalaense,Orthohantavirus puumalaense,Orthohantavirus,Hantaviridae,,KS10_1848,,"Orthohantavirus puumalaense isolate KS10_1848 nucleocapsid protein gene, partial cds",1008,partial,Germany: Baden-Wuerttemberg,Germany,,Myodes glareolus,lung,"Binder,F., Ryll,R., Drewes,S., Jagdmann,S., Reil,D., Hiltbrunner,M., Rosenfeld,U.M., Imholt,C., Jacob,J., Heckel,G., Ulrich,R.G.","Friedrich-Loeffler-Institut, Institute of Novel and Emerging Diseases",,,2010-07-15,2021-05-07,ssRNA(-)
MT453541.1,GenBank,,,,,Orthohantavirus puumalaense,Orthohantavirus puumalaense,Orthohantavirus,Hantaviridae,,KS10_1850,,"Orthohantavirus puumalaense isolate KS10_1850 nucleocapsid protein gene, partial cds",1008,partial,Germany: Baden-Wuerttemberg,Germany,,Myodes glareolus,lung,"Binder,F., Ryll,R., Drewes,S., Jagdmann,S., Reil,D., Hiltbrunner,M., Rosenfeld,U.M., Imholt,C., Jacob,J., Heckel,G., Ulrich,R.G.","Friedrich-Loeffler-Institut, Institute of Novel and Emerging Diseases",,,2010-07-14,2021-05-07,ssRNA(-)
MT453542.1,GenBank,,,,,Orthohantavirus puumalaense,Orthohantavirus puumalaense,Orthohantavirus,Hantaviridae,,KS10_1851,,"Orthohantavirus puumalaense isolate KS10_1851 nucleocapsid protein gene, partial cds",1008,partial,Germany: Baden-Wuerttemberg,Germany,,Myodes glareolus,lung,"Binder,F., Ryll,R., Drewes,S., Jagdmann,S., Reil,D., Hiltbrunner,M., Rosenfeld,U.M., Imholt,C., Jacob,J., Heckel,G., Ulrich,R.G.","Friedrich-Loeffler-Institut, Institute of Novel and Emerging Diseases",,,2010-07-16,2021-05-07,ssRNA(-)
MT453543.1,GenBank,,,,,Orthohantavirus puumalaense,Orthohantavirus puumalaense,Orthohantavirus,Hantaviridae,,KS10_1854,,"Orthohantavirus puumalaense isolate KS10_1854 nucleocapsid protein gene, partial cds",1008,partial,Germany: Baden-Wuerttemberg,Germany,,Myodes glareolus,lung,"Binder,F., Ryll,R., Drewes,S., Jagdmann,S., Reil,D., Hiltbrunner,M., Rosenfeld,U.M., Imholt,C., Jacob,J., Heckel,G., Ulrich,R.G.","Friedrich-Loeffler-Institut, Institute of Novel and Emerging Diseases",,,2010-07-15,2021-05-07,ssRNA(-)
MT453544.1,GenBank,,,,,Orthohantavirus puumalaense,Orthohantavirus puumalaense,Orthohantavirus,Hantaviridae,,KS10_1865,,"Orthohantavirus puumalaense isolate KS10_1865 nucleocapsid protein gene, partial cds",1008,partial,Germany: Baden-Wuerttemberg,Germany,,Myodes glareolus,lung,"Binder,F., Ryll,R., Drewes,S., Jagdmann,S., Reil,D., Hiltbrunner,M., Rosenfeld,U.M., Imholt,C., Jacob,J., Heckel,G., Ulrich,R.G.","Friedrich-Loeffler-Institut, Institute of Novel and Emerging Diseases",,,2010-07-15,2021-05-07,ssRNA(-)
MT453545.1,GenBank,,,,,Orthohantavirus puumalaense,Orthohantavirus puumalaense,Orthohantavirus,Hantaviridae,,KS10_1869,,"Orthohantavirus puumalaense isolate KS10_1869 nucleocapsid protein gene, partial cds",1008,partial,Germany: Baden-Wuerttemberg,Germany,,Myodes glareolus,lung,"Binder,F., Ryll,R., Drewes,S., Jagdmann,S., Reil,D., Hiltbrunner,M., Rosenfeld,U.M., Imholt,C., Jacob,J., Heckel,G., Ulrich,R.G.","Friedrich-Loeffler-Institut, Institute of Novel and Emerging Diseases",,,2010-07-16,2021-05-07,ssRNA(-)
MT453546.1,GenBank,,,,,Orthohantavirus puumalaense,Orthohantavirus puumalaense,Orthohantavirus,Hantaviridae,,KS10_1871,,"Orthohantavirus puumalaense isolate KS10_1871 nucleocapsid protein gene, partial cds",1008,partial,Germany: Baden-Wuerttemberg,Germany,,Myodes glareolus,lung,"Binder,F., Ryll,R., Drewes,S., Jagdmann,S., Reil,D., Hiltbrunner,M., Rosenfeld,U.M., Imholt,C., Jacob,J., Heckel,G., Ulrich,R.G.","Friedrich-Loeffler-Institut, Institute of Novel and Emerging Diseases",,,2010-07-16,2021-05-07,ssRNA(-)
MT453547.1,GenBank,,,,,Orthohantavirus puumalaense,Orthohantavirus puumalaense,Orthohantavirus,Hantaviridae,,KS10_1876,,"Orthohantavirus puumalaense isolate KS10_1876 nucleocapsid protein gene, partial cds",1008,partial,Germany: Baden-Wuerttemberg,Germany,,Myodes glareolus,lung,"Binder,F., Ryll,R., Drewes,S., Jagdmann,S., Reil,D., Hiltbrunner,M., Rosenfeld,U.M., Imholt,C., Jacob,J., Heckel,G., Ulrich,R.G.","Friedrich-Loeffler-Institut, Institute of Novel and Emerging Diseases",,,2010-07-15,2021-05-07,ssRNA(-)
MT453548.1,GenBank,,,,,Orthohantavirus puumalaense,Orthohantavirus puumalaense,Orthohantavirus,Hantaviridae,,KS10_1886,,"Orthohantavirus puumalaense isolate KS10_1886 nucleocapsid protein gene, partial cds",1008,partial,Germany: Baden-Wuerttemberg,Germany,,Myodes glareolus,lung,"Binder,F., Ryll,R., Drewes,S., Jagdmann,S., Reil,D., Hiltbrunner,M., Rosenfeld,U.M., Imholt,C., Jacob,J., Heckel,G., Ulrich,R.G.","Friedrich-Loeffler-Institut, Institute of Novel and Emerging Diseases",,,2010-07-15,2021-05-07,ssRNA(-)
MT453549.1,GenBank,,,,,Orthohantavirus puumalaense,Orthohantavirus puumalaense,Orthohantavirus,Hantaviridae,,KS10_1887,,"Orthohantavirus puumalaense isolate KS10_1887 nucleocapsid protein gene, partial cds",1008,partial,Germany: Baden-Wuerttemberg,Germany,,Myodes glareolus,lung,"Binder,F., Ryll,R., Drewes,S., Jagdmann,S., Reil,D., Hiltbrunner,M., Rosenfeld,U.M., Imholt,C., Jacob,J., Heckel,G., Ulrich,R.G.","Friedrich-Loeffler-Institut, Institute of Novel and Emerging Diseases",,,2010-07-15,2021-05-07,ssRNA(-)
MT453550.1,GenBank,,,,,Orthohantavirus puumalaense,Orthohantavirus puumalaense,Orthohantavirus,Hantaviridae,,KS10_1919,,"Orthohantavirus puumalaense isolate KS10_1919 nucleocapsid protein gene, partial cds",1008,partial,Germany: Baden-Wuerttemberg,Germany,,Myodes glareolus,lung,"Binder,F., Ryll,R., Drewes,S., Jagdmann,S., Reil,D., Hiltbrunner,M., Rosenfeld,U.M., Imholt,C., Jacob,J., Heckel,G., Ulrich,R.G.","Friedrich-Loeffler-Institut, Institute of Novel and Emerging Diseases",,,2010-07-16,2021-05-07,ssRNA(-)
MT453551.1,GenBank,,,,,Orthohantavirus puumalaense,Orthohantavirus puumalaense,Orthohantavirus,Hantaviridae,,KS10_1928,,"Orthohantavirus puumalaense isolate KS10_1928 nucleocapsid protein gene, partial cds",1008,partial,Germany: Baden-Wuerttemberg,Germany,,Myodes glareolus,lung,"Binder,F., Ryll,R., Drewes,S., Jagdmann,S., Reil,D., Hiltbrunner,M., Rosenfeld,U.M., Imholt,C., Jacob,J., Heckel,G., Ulrich,R.G.","Friedrich-Loeffler-Institut, Institute of Novel and Emerging Diseases",,,2010-07-16,2021-05-07,ssRNA(-)
MT453552.1,GenBank,,,,,Orthohantavirus puumalaense,Orthohantavirus puumalaense,Orthohantavirus,Hantaviridae,,KS10_1935,,"Orthohantavirus puumalaense isolate KS10_1935 nucleocapsid protein gene, partial cds",1008,partial,Germany: Baden-Wuerttemberg,Germany,,Myodes glareolus,lung,"Binder,F., Ryll,R., Drewes,S., Jagdmann,S., Reil,D., Hiltbrunner,M., Rosenfeld,U.M., Imholt,C., Jacob,J., Heckel,G., Ulrich,R.G.","Friedrich-Loeffler-Institut, Institute of Novel and Emerging Diseases",,,2010-07-14,2021-05-07,ssRNA(-)
MT453553.1,GenBank,,,,,Orthohantavirus puumalaense,Orthohantavirus puumalaense,Orthohantavirus,Hantaviridae,,KS10_2001,,"Orthohantavirus puumalaense isolate KS10_2001 nucleocapsid protein gene, partial cds",1008,partial,Germany: North Rhine-Westphalia,Germany,,Myodes glareolus,lung,"Binder,F., Ryll,R., Drewes,S., Jagdmann,S., Reil,D., Hiltbrunner,M., Rosenfeld,U.M., Imholt,C., Jacob,J., Heckel,G., Ulrich,R.G.","Friedrich-Loeffler-Institut, Institute of Novel and Emerging Diseases",,,2010-07-06,2021-05-07,ssRNA(-)
MT453554.1,GenBank,,,,,Orthohantavirus puumalaense,Orthohantavirus puumalaense,Orthohantavirus,Hantaviridae,,KS10_2010,,"Orthohantavirus puumalaense isolate KS10_2010 nucleocapsid protein gene, partial cds",1008,partial,Germany: North Rhine-Westphalia,Germany,,Myodes glareolus,lung,"Binder,F., Ryll,R., Drewes,S., Jagdmann,S., Reil,D., Hiltbrunner,M., Rosenfeld,U.M., Imholt,C., Jacob,J., Heckel,G., Ulrich,R.G.","Friedrich-Loeffler-Institut, Institute of Novel and Emerging Diseases",,,2010-07-09,2021-05-07,ssRNA(-)
MT453555.1,GenBank,,,,,Orthohantavirus puumalaense,Orthohantavirus puumalaense,Orthohantavirus,Hantaviridae,,KS10_2020,,"Orthohantavirus puumalaense isolate KS10_2020 nucleocapsid protein gene, partial cds",1008,partial,Germany: North Rhine-Westphalia,Germany,,Myodes glareolus,lung,"Binder,F., Ryll,R., Drewes,S., Jagdmann,S., Reil,D., Hiltbrunner,M., Rosenfeld,U.M., Imholt,C., Jacob,J., Heckel,G., Ulrich,R.G.","Friedrich-Loeffler-Institut, Institute of Novel and Emerging Diseases",,,2010-07-06,2021-05-07,ssRNA(-)
MT453556.1,GenBank,,,,,Orthohantavirus puumalaense,Orthohantavirus puumalaense,Orthohantavirus,Hantaviridae,,KS10_2022,,"Orthohantavirus puumalaense isolate KS10_2022 nucleocapsid protein gene, partial cds",1008,partial,Germany: North Rhine-Westphalia,Germany,,Myodes glareolus,lung,"Binder,F., Ryll,R., Drewes,S., Jagdmann,S., Reil,D., Hiltbrunner,M., Rosenfeld,U.M., Imholt,C., Jacob,J., Heckel,G., Ulrich,R.G.","Friedrich-Loeffler-Institut, Institute of Novel and Emerging Diseases",,,2010-07-07,2021-05-07,ssRNA(-)
MT453557.1,GenBank,,,,,Orthohantavirus puumalaense,Orthohantavirus puumalaense,Orthohantavirus,Hantaviridae,,KS10_2025,,"Orthohantavirus puumalaense isolate KS10_2025 nucleocapsid protein gene, partial cds",1008,partial,Germany: North Rhine-Westphalia,Germany,,Myodes glareolus,lung,"Binder,F., Ryll,R., Drewes,S., Jagdmann,S., Reil,D., Hiltbrunner,M., Rosenfeld,U.M., Imholt,C., Jacob,J., Heckel,G., Ulrich,R.G.","Friedrich-Loeffler-Institut, Institute of Novel and Emerging Diseases",,,2010-07-06,2021-05-07,ssRNA(-)
MT453558.1,GenBank,,,,,Orthohantavirus puumalaense,Orthohantavirus puumalaense,Orthohantavirus,Hantaviridae,,KS10_2028,,"Orthohantavirus puumalaense isolate KS10_2028 nucleocapsid protein gene, partial cds",1008,partial,Germany: North Rhine-Westphalia,Germany,,Myodes glareolus,lung,"Binder,F., Ryll,R., Drewes,S., Jagdmann,S., Reil,D., Hiltbrunner,M., Rosenfeld,U.M., Imholt,C., Jacob,J., Heckel,G., Ulrich,R.G.","Friedrich-Loeffler-Institut, Institute of Novel and Emerging Diseases",,,2010-07-09,2021-05-07,ssRNA(-)
