Accession,GenBank_RefSeq,Assembly,SRA_Accession,BioSample,BioProject,Organism_Name,Species,Genus,Family,Genotype,Isolate,Segment,GenBank_Title,Length,Nuc_Completeness,Geo_Location,Country,USA,Host,Tissue_Specimen_Source,Submitters,Organization,Org_location,Publications,Collection_Date,Release_Date,Molecule_type
KF776582.1,GenBank,set:1c91ab75375bbeafbc9b17dcbfe8674db4db9ea8,,,,Dobrava-Belgrade orthohantavirus,Orthohantavirus dobravaense,Orthohantavirus,Hantaviridae,,HtSi_498_p2012,L,"Dobrava-Belgrade virus isolate HtSi_498_p2012 RNA-dependent RNA polymerase gene, partial cds",234,partial,Slovenia,Slovenia,,Homo sapiens,,"Korva,M., Knap,N., Rus,K.R., Fajs,L., Grubelnik,G., Bremec,M., Knapic,T., Trilar,T., Zupanc,T.A., Avsic-Zupanc,T.","University of Ljubljana, Faculty of Medicine, Institute of Microbiology and Immunology",Slovenia,1,2013-10-01,2014-10-01,ssRNA(-)
KF776583.1,GenBank,set:8b5be71869972d04d9805ac2063f69da544770d8,,,,Dobrava-Belgrade orthohantavirus,Orthohantavirus dobravaense,Orthohantavirus,Hantaviridae,,HtSi_504_p2012,L,"Dobrava-Belgrade virus isolate HtSi_504_p2012 RNA-dependent RNA polymerase gene, partial cds",234,partial,Slovenia,Slovenia,,Homo sapiens,,"Korva,M., Knap,N., Rus,K.R., Fajs,L., Grubelnik,G., Bremec,M., Knapic,T., Trilar,T., Zupanc,T.A., Avsic-Zupanc,T.","University of Ljubljana, Faculty of Medicine, Institute of Microbiology and Immunology",Slovenia,1,2013-10-01,2014-10-01,ssRNA(-)
KF776585.1,GenBank,set:d19c016dee4e5d02bc7080691365bc663d2cf376,,,,Dobrava-Belgrade orthohantavirus,Orthohantavirus dobravaense,Orthohantavirus,Hantaviridae,,HtSi_221_p2006,L,"Dobrava-Belgrade virus isolate HtSi_221_p2006 RNA-dependent RNA polymerase gene, partial cds",234,partial,Slovenia,Slovenia,,Homo sapiens,,"Korva,M., Knap,N., Rus,K.R., Fajs,L., Grubelnik,G., Bremec,M., Knapic,T., Trilar,T., Zupanc,T.A., Avsic-Zupanc,T.","University of Ljubljana, Faculty of Medicine, Institute of Microbiology and Immunology",Slovenia,1,2013-10-01,2014-10-01,ssRNA(-)
KF776586.1,GenBank,set:ed34e366bf868b1216221bd416f0e6005db057de,,,,Dobrava-Belgrade orthohantavirus,Orthohantavirus dobravaense,Orthohantavirus,Hantaviridae,,HtSi_232_p2007,L,"Dobrava-Belgrade virus isolate HtSi_232_p2007 RNA-dependent RNA polymerase gene, partial cds",234,partial,Slovenia,Slovenia,,Homo sapiens,,"Korva,M., Knap,N., Rus,K.R., Fajs,L., Grubelnik,G., Bremec,M., Knapic,T., Trilar,T., Zupanc,T.A., Avsic-Zupanc,T.","University of Ljubljana, Faculty of Medicine, Institute of Microbiology and Immunology",Slovenia,1,2013-10-01,2014-10-01,ssRNA(-)
KF776590.1,GenBank,set:ce3615f646caa26076018b13ce9b4a01b0cc8d6f,,,,Dobrava-Belgrade orthohantavirus,Orthohantavirus dobravaense,Orthohantavirus,Hantaviridae,Kurkino,HtSi_1093_a1996,L,"Dobrava-Belgrade virus isolate HtSi_1093_a1996 RNA-dependent RNA polymerase gene, partial cds",234,partial,Slovenia,Slovenia,,Apodemus agrarius,,"Korva,M., Knap,N., Rus,K.R., Fajs,L., Grubelnik,G., Bremec,M., Knapic,T., Trilar,T., Zupanc,T.A., Avsic-Zupanc,T.","University of Ljubljana, Faculty of Medicine, Institute of Microbiology and Immunology",Slovenia,1,2013-10-01,2014-10-01,ssRNA(-)
KF776596.1,GenBank,set:1233e06673c34c86f6228654ed75667c04608b34,,,,Dobrava-Belgrade orthohantavirus,Orthohantavirus dobravaense,Orthohantavirus,Hantaviridae,,HtSi_274_p2008,L,"Dobrava-Belgrade virus isolate HtSi_274_p2008 RNA-dependent RNA polymerase gene, partial cds",234,partial,Slovenia,Slovenia,,Homo sapiens,,"Korva,M., Knap,N., Rus,K.R., Fajs,L., Grubelnik,G., Bremec,M., Knapic,T., Trilar,T., Zupanc,T.A., Avsic-Zupanc,T.","University of Ljubljana, Faculty of Medicine, Institute of Microbiology and Immunology",Slovenia,1,2013-10-01,2014-10-01,ssRNA(-)
KF776597.1,GenBank,set:14c8dc59ced51d02c45f8cd9df72106f37db46c6,,,,Dobrava-Belgrade orthohantavirus,Orthohantavirus dobravaense,Orthohantavirus,Hantaviridae,,HtSi_276_p2008,L,"Dobrava-Belgrade virus isolate HtSi_276_p2008 RNA-dependent RNA polymerase gene, partial cds",234,partial,Slovenia,Slovenia,,Homo sapiens,,"Korva,M., Knap,N., Rus,K.R., Fajs,L., Grubelnik,G., Bremec,M., Knapic,T., Trilar,T., Zupanc,T.A., Avsic-Zupanc,T.","University of Ljubljana, Faculty of Medicine, Institute of Microbiology and Immunology",Slovenia,1,2013-10-01,2014-10-01,ssRNA(-)
KF776600.1,GenBank,set:4d99e7930a306d187a7c464c18a208fea4e4d472,,,,Dobrava-Belgrade orthohantavirus,Orthohantavirus dobravaense,Orthohantavirus,Hantaviridae,Kurkino,HtSi_300_p2010,L,"Dobrava-Belgrade virus isolate HtSi_300_p2010 RNA-dependent RNA polymerase gene, partial cds",234,partial,Slovenia,Slovenia,,Homo sapiens,,"Korva,M., Knap,N., Rus,K.R., Fajs,L., Grubelnik,G., Bremec,M., Knapic,T., Trilar,T., Zupanc,T.A., Avsic-Zupanc,T.","University of Ljubljana, Faculty of Medicine, Institute of Microbiology and Immunology",Slovenia,1,2013-10-01,2014-10-01,ssRNA(-)
KF776609.1,GenBank,set:236409828b774352f4c83ade92cfe6216ad42a01,,,,Dobrava-Belgrade orthohantavirus,Orthohantavirus dobravaense,Orthohantavirus,Hantaviridae,,HtSi_132_p2000,L,"Dobrava-Belgrade virus isolate HtSi_132_p2000 RNA-dependent RNA polymerase gene, partial cds",234,partial,Slovenia,Slovenia,,Homo sapiens,,"Korva,M., Knap,N., Rus,K.R., Fajs,L., Grubelnik,G., Bremec,M., Knapic,T., Trilar,T., Zupanc,T.A., Avsic-Zupanc,T.","University of Ljubljana, Faculty of Medicine, Institute of Microbiology and Immunology",Slovenia,1,2013-10-01,2014-10-01,ssRNA(-)
KF776610.1,GenBank,set:6818e79d47cc3520e541e1c7299b6085fac484be,,,,Dobrava-Belgrade orthohantavirus,Orthohantavirus dobravaense,Orthohantavirus,Hantaviridae,,HtSi_135_p2001,L,"Dobrava-Belgrade virus isolate HtSi_135_p2001 RNA-dependent RNA polymerase gene, partial cds",234,partial,Slovenia,Slovenia,,Homo sapiens,,"Korva,M., Knap,N., Rus,K.R., Fajs,L., Grubelnik,G., Bremec,M., Knapic,T., Trilar,T., Zupanc,T.A., Avsic-Zupanc,T.","University of Ljubljana, Faculty of Medicine, Institute of Microbiology and Immunology",Slovenia,1,2013-10-01,2014-10-01,ssRNA(-)
KF776613.1,GenBank,set:8d4838ef483d7492d6753ac82f34d974c3609608,,,,Dobrava-Belgrade orthohantavirus,Orthohantavirus dobravaense,Orthohantavirus,Hantaviridae,,HtSi_200_p2005,L,"Dobrava-Belgrade virus isolate HtSi_200_p2005 RNA-dependent RNA polymerase gene, partial cds",234,partial,Slovenia,Slovenia,,Homo sapiens,,"Korva,M., Knap,N., Rus,K.R., Fajs,L., Grubelnik,G., Bremec,M., Knapic,T., Trilar,T., Zupanc,T.A., Avsic-Zupanc,T.","University of Ljubljana, Faculty of Medicine, Institute of Microbiology and Immunology",Slovenia,1,2013-10-01,2014-10-01,ssRNA(-)
KF776614.1,GenBank,set:db82c1f2d79a73cc0e0a8044f7f407498e1317e3,,,,Dobrava-Belgrade orthohantavirus,Orthohantavirus dobravaense,Orthohantavirus,Hantaviridae,,HtSi_215_p2005,L,"Dobrava-Belgrade virus isolate HtSi_215_p2005 RNA-dependent RNA polymerase gene, partial cds",234,partial,Slovenia,Slovenia,,Homo sapiens,,"Korva,M., Knap,N., Rus,K.R., Fajs,L., Grubelnik,G., Bremec,M., Knapic,T., Trilar,T., Zupanc,T.A., Avsic-Zupanc,T.","University of Ljubljana, Faculty of Medicine, Institute of Microbiology and Immunology",Slovenia,1,2013-10-01,2014-10-01,ssRNA(-)
KF776615.1,GenBank,set:867bf640cc42612b6f427178c0400aebcbfe2632,,,,Dobrava-Belgrade orthohantavirus,Orthohantavirus dobravaense,Orthohantavirus,Hantaviridae,,HtSi_256_p2008,L,"Dobrava-Belgrade virus isolate HtSi_256_p2008 RNA-dependent RNA polymerase gene, partial cds",234,partial,Slovenia,Slovenia,,Homo sapiens,,"Korva,M., Knap,N., Rus,K.R., Fajs,L., Grubelnik,G., Bremec,M., Knapic,T., Trilar,T., Zupanc,T.A., Avsic-Zupanc,T.","University of Ljubljana, Faculty of Medicine, Institute of Microbiology and Immunology",Slovenia,1,2013-10-01,2014-10-01,ssRNA(-)
KF776618.1,GenBank,set:a77591d8db8e30e1a80c3bbedf59016507929c09,,,,Dobrava-Belgrade orthohantavirus,Orthohantavirus dobravaense,Orthohantavirus,Hantaviridae,,HtSi_268_p2008,L,"Dobrava-Belgrade virus isolate HtSi_268_p2008 RNA-dependent RNA polymerase gene, partial cds",234,partial,Slovenia,Slovenia,,Homo sapiens,,"Korva,M., Knap,N., Rus,K.R., Fajs,L., Grubelnik,G., Bremec,M., Knapic,T., Trilar,T., Zupanc,T.A., Avsic-Zupanc,T.","University of Ljubljana, Faculty of Medicine, Institute of Microbiology and Immunology",Slovenia,1,2013-10-01,2014-10-01,ssRNA(-)
KF776619.1,GenBank,set:168b37181f450aa7133754702da3a7c8b7899fcd,,,,Dobrava-Belgrade orthohantavirus,Orthohantavirus dobravaense,Orthohantavirus,Hantaviridae,,HtSi_297_p2010,L,"Dobrava-Belgrade virus isolate HtSi_297_p2010 RNA-dependent RNA polymerase gene, partial cds",234,partial,Slovenia,Slovenia,,Homo sapiens,,"Korva,M., Knap,N., Rus,K.R., Fajs,L., Grubelnik,G., Bremec,M., Knapic,T., Trilar,T., Zupanc,T.A., Avsic-Zupanc,T.","University of Ljubljana, Faculty of Medicine, Institute of Microbiology and Immunology",Slovenia,1,2013-10-01,2014-10-01,ssRNA(-)
KF776620.1,GenBank,set:355cd25f2bf324494de4567c9c11403042b89331,,,,Dobrava-Belgrade orthohantavirus,Orthohantavirus dobravaense,Orthohantavirus,Hantaviridae,,HtSi_301_p2010,L,"Dobrava-Belgrade virus isolate HtSi_301_p2010 RNA-dependent RNA polymerase gene, partial cds",234,partial,Slovenia,Slovenia,,Homo sapiens,,"Korva,M., Knap,N., Rus,K.R., Fajs,L., Grubelnik,G., Bremec,M., Knapic,T., Trilar,T., Zupanc,T.A., Avsic-Zupanc,T.","University of Ljubljana, Faculty of Medicine, Institute of Microbiology and Immunology",Slovenia,1,2013-10-01,2014-10-01,ssRNA(-)
KF776623.1,GenBank,set:b0a7ada1e23f12f1eec1d64e679c6c4a6bf78fcc,,,,Dobrava-Belgrade orthohantavirus,Orthohantavirus dobravaense,Orthohantavirus,Hantaviridae,,HtSi_193_p2005,L,"Dobrava-Belgrade virus isolate HtSi_193_p2005 RNA-dependent RNA polymerase gene, partial cds",234,partial,Slovenia,Slovenia,,Homo sapiens,,"Korva,M., Knap,N., Rus,K.R., Fajs,L., Grubelnik,G., Bremec,M., Knapic,T., Trilar,T., Zupanc,T.A., Avsic-Zupanc,T.","University of Ljubljana, Faculty of Medicine, Institute of Microbiology and Immunology",Slovenia,1,2013-10-01,2014-10-01,ssRNA(-)
KF776624.1,GenBank,set:4bc92c92fc6a28dd559339465b91456c83be54e7,,,,Dobrava-Belgrade orthohantavirus,Orthohantavirus dobravaense,Orthohantavirus,Hantaviridae,,HtSi_1020_a2008,L,"Dobrava-Belgrade virus isolate HtSi_1020_a2008 RNA-dependent RNA polymerase gene, partial cds",234,partial,Slovenia,Slovenia,,Apodemus flavicollis,,"Korva,M., Knap,N., Rus,K.R., Fajs,L., Grubelnik,G., Bremec,M., Knapic,T., Trilar,T., Zupanc,T.A., Avsic-Zupanc,T.","University of Ljubljana, Faculty of Medicine, Institute of Microbiology and Immunology",Slovenia,1,2013-10-01,2014-10-01,ssRNA(-)
KF776626.1,GenBank,set:2f834413b6280297194cfcc24ac3e843d18d6fcd,,,,Dobrava-Belgrade orthohantavirus,Orthohantavirus dobravaense,Orthohantavirus,Hantaviridae,,HtSi_1044_a1999,L,"Dobrava-Belgrade virus isolate HtSi_1044_a1999 RNA-dependent RNA polymerase gene, partial cds",234,partial,Slovenia,Slovenia,,Apodemus flavicollis,,"Korva,M., Knap,N., Rus,K.R., Fajs,L., Grubelnik,G., Bremec,M., Knapic,T., Trilar,T., Zupanc,T.A., Avsic-Zupanc,T.","University of Ljubljana, Faculty of Medicine, Institute of Microbiology and Immunology",Slovenia,1,2013-10-01,2014-10-01,ssRNA(-)
KF776627.1,GenBank,set:f29fc3f028fc19a7275e8b6348508333bb6f1746,,,,Dobrava-Belgrade orthohantavirus,Orthohantavirus dobravaense,Orthohantavirus,Hantaviridae,,HtSi_1008_a1999,L,"Dobrava-Belgrade virus isolate HtSi_1008_a1999 RNA-dependent RNA polymerase gene, partial cds",234,partial,Slovenia,Slovenia,,Apodemus flavicollis,,"Korva,M., Knap,N., Rus,K.R., Fajs,L., Grubelnik,G., Bremec,M., Knapic,T., Trilar,T., Zupanc,T.A., Avsic-Zupanc,T.","University of Ljubljana, Faculty of Medicine, Institute of Microbiology and Immunology",Slovenia,1,2013-10-01,2014-10-01,ssRNA(-)
KF776628.1,GenBank,set:7471c342233fc0485e1d968e5ce4cba3d827cfe3,,,,Dobrava-Belgrade orthohantavirus,Orthohantavirus dobravaense,Orthohantavirus,Hantaviridae,Kurkino,HtSi_1094_a1998,L,"Dobrava-Belgrade virus isolate HtSi_1094_a1998 RNA-dependent RNA polymerase gene, partial cds",234,partial,Slovenia,Slovenia,,Apodemus agrarius,,"Korva,M., Knap,N., Rus,K.R., Fajs,L., Grubelnik,G., Bremec,M., Knapic,T., Trilar,T., Zupanc,T.A., Avsic-Zupanc,T.","University of Ljubljana, Faculty of Medicine, Institute of Microbiology and Immunology",Slovenia,1,2013-10-01,2014-10-01,ssRNA(-)
KF776629.1,GenBank,set:fcd5937e8e15e2e07d13d0c15856eeae25c7871b,,,,Dobrava-Belgrade orthohantavirus,Orthohantavirus dobravaense,Orthohantavirus,Hantaviridae,Kurkino,HtSi_1095_a1997,L,"Dobrava-Belgrade virus isolate HtSi_1095_a1997 RNA-dependent RNA polymerase gene, partial cds",234,partial,Slovenia,Slovenia,,Apodemus agrarius,,"Korva,M., Knap,N., Rus,K.R., Fajs,L., Grubelnik,G., Bremec,M., Knapic,T., Trilar,T., Zupanc,T.A., Avsic-Zupanc,T.","University of Ljubljana, Faculty of Medicine, Institute of Microbiology and Immunology",Slovenia,1,2013-10-01,2014-10-01,ssRNA(-)
KF776630.1,GenBank,set:577845e4778867c534b6422423918a83788923ef,,,,Dobrava-Belgrade orthohantavirus,Orthohantavirus dobravaense,Orthohantavirus,Hantaviridae,Kurkino,HtSi_1096_a1995,L,"Dobrava-Belgrade virus isolate HtSi_1096_a1995 RNA-dependent RNA polymerase gene, partial cds",234,partial,Slovenia,Slovenia,,Apodemus agrarius,,"Korva,M., Knap,N., Rus,K.R., Fajs,L., Grubelnik,G., Bremec,M., Knapic,T., Trilar,T., Zupanc,T.A., Avsic-Zupanc,T.","University of Ljubljana, Faculty of Medicine, Institute of Microbiology and Immunology",Slovenia,1,2013-10-01,2014-10-01,ssRNA(-)
KF776631.1,GenBank,set:c607fc55e10878b73cf699e0361c581d07a493bb,,,,Dobrava-Belgrade orthohantavirus,Orthohantavirus dobravaense,Orthohantavirus,Hantaviridae,Kurkino,HtSi_1091_a1997,L,"Dobrava-Belgrade virus isolate HtSi_1091_a1997 RNA-dependent RNA polymerase gene, partial cds",234,partial,Slovenia,Slovenia,,Apodemus agrarius,,"Korva,M., Knap,N., Rus,K.R., Fajs,L., Grubelnik,G., Bremec,M., Knapic,T., Trilar,T., Zupanc,T.A., Avsic-Zupanc,T.","University of Ljubljana, Faculty of Medicine, Institute of Microbiology and Immunology",Slovenia,1,2013-10-01,2014-10-01,ssRNA(-)
KF776632.1,GenBank,set:ef676cc478bd97a72fc24595c027607a1ce23dff,,,,Dobrava-Belgrade orthohantavirus,Orthohantavirus dobravaense,Orthohantavirus,Hantaviridae,Kurkino,HtSi_1097_a1995,L,"Dobrava-Belgrade virus isolate HtSi_1097_a1995 RNA-dependent RNA polymerase gene, partial cds",234,partial,Slovenia,Slovenia,,Apodemus flavicollis,,"Korva,M., Knap,N., Rus,K.R., Fajs,L., Grubelnik,G., Bremec,M., Knapic,T., Trilar,T., Zupanc,T.A., Avsic-Zupanc,T.","University of Ljubljana, Faculty of Medicine, Institute of Microbiology and Immunology",Slovenia,1,2013-10-01,2014-10-01,ssRNA(-)
KF776633.1,GenBank,set:10ac4ad3acc67fe8d871aac85318d364be89fc3d,,,,Dobrava-Belgrade orthohantavirus,Orthohantavirus dobravaense,Orthohantavirus,Hantaviridae,Kurkino,HtSi_1092_a1997,L,"Dobrava-Belgrade virus isolate HtSi_1092_a1997 RNA-dependent RNA polymerase gene, partial cds",234,partial,Slovenia,Slovenia,,Apodemus agrarius,,"Korva,M., Knap,N., Rus,K.R., Fajs,L., Grubelnik,G., Bremec,M., Knapic,T., Trilar,T., Zupanc,T.A., Avsic-Zupanc,T.","University of Ljubljana, Faculty of Medicine, Institute of Microbiology and Immunology",Slovenia,1,2013-10-01,2014-10-01,ssRNA(-)
KF776634.1,GenBank,set:1be930b8c45f669e2fb21f993a63b9c1b0d5337f,,,,Dobrava-Belgrade orthohantavirus,Orthohantavirus dobravaense,Orthohantavirus,Hantaviridae,Kurkino,HtSi_1012_a1997,L,"Dobrava-Belgrade virus isolate HtSi_1012_a1997 RNA-dependent RNA polymerase gene, partial cds",234,partial,Slovenia,Slovenia,,Apodemus flavicollis,,"Korva,M., Knap,N., Rus,K.R., Fajs,L., Grubelnik,G., Bremec,M., Knapic,T., Trilar,T., Zupanc,T.A., Avsic-Zupanc,T.","University of Ljubljana, Faculty of Medicine, Institute of Microbiology and Immunology",Slovenia,1,2013-10-01,2014-10-01,ssRNA(-)
KF776635.1,GenBank,set:94934970480c35f020efcdffcfffa64e9a4cc4b7,,,,Dobrava-Belgrade orthohantavirus,Orthohantavirus dobravaense,Orthohantavirus,Hantaviridae,,HtSi_1041_a2005,L,"Dobrava-Belgrade virus isolate HtSi_1041_a2005 RNA-dependent RNA polymerase gene, partial cds",234,partial,Slovenia,Slovenia,,Apodemus flavicollis,,"Korva,M., Knap,N., Rus,K.R., Fajs,L., Grubelnik,G., Bremec,M., Knapic,T., Trilar,T., Zupanc,T.A., Avsic-Zupanc,T.","University of Ljubljana, Faculty of Medicine, Institute of Microbiology and Immunology",Slovenia,1,2013-10-01,2014-10-01,ssRNA(-)
KF776636.1,GenBank,set:a727ba655e30b9d42b1ed41739afdd29af4e1899,,,,Dobrava-Belgrade orthohantavirus,Orthohantavirus dobravaense,Orthohantavirus,Hantaviridae,,HtSi_1011_a2007,L,"Dobrava-Belgrade virus isolate HtSi_1011_a2007 RNA-dependent RNA polymerase gene, partial cds",234,partial,Slovenia,Slovenia,,Apodemus flavicollis,,"Korva,M., Knap,N., Rus,K.R., Fajs,L., Grubelnik,G., Bremec,M., Knapic,T., Trilar,T., Zupanc,T.A., Avsic-Zupanc,T.","University of Ljubljana, Faculty of Medicine, Institute of Microbiology and Immunology",Slovenia,1,2013-10-01,2014-10-01,ssRNA(-)
KF776637.1,GenBank,set:0505fa8e7e5b271727e2f1dd37caa49b85da6c25,,,,Dobrava-Belgrade orthohantavirus,Orthohantavirus dobravaense,Orthohantavirus,Hantaviridae,,HtSi_1010_a2007,L,"Dobrava-Belgrade virus isolate HtSi_1010_a2007 RNA-dependent RNA polymerase gene, partial cds",234,partial,Slovenia,Slovenia,,Apodemus flavicollis,,"Korva,M., Knap,N., Rus,K.R., Fajs,L., Grubelnik,G., Bremec,M., Knapic,T., Trilar,T., Zupanc,T.A., Avsic-Zupanc,T.","University of Ljubljana, Faculty of Medicine, Institute of Microbiology and Immunology",Slovenia,1,2013-10-01,2014-10-01,ssRNA(-)
KF776638.1,GenBank,set:1bcb09ca80a74ee9b3839a9f8181642b17ce2132,,,,Dobrava-Belgrade orthohantavirus,Orthohantavirus dobravaense,Orthohantavirus,Hantaviridae,,HtSi_1018_a2007,L,"Dobrava-Belgrade virus isolate HtSi_1018_a2007 RNA-dependent RNA polymerase gene, partial cds",234,partial,Slovenia,Slovenia,,Apodemus flavicollis,,"Korva,M., Knap,N., Rus,K.R., Fajs,L., Grubelnik,G., Bremec,M., Knapic,T., Trilar,T., Zupanc,T.A., Avsic-Zupanc,T.","University of Ljubljana, Faculty of Medicine, Institute of Microbiology and Immunology",Slovenia,1,2013-10-01,2014-10-01,ssRNA(-)
KF776639.1,GenBank,set:878dc0a01f13ea5f086561167c09aad4c883c942,,,,Dobrava-Belgrade orthohantavirus,Orthohantavirus dobravaense,Orthohantavirus,Hantaviridae,,HtSi_1019_a2007,L,"Dobrava-Belgrade virus isolate HtSi_1019_a2007 RNA-dependent RNA polymerase gene, partial cds",234,partial,Slovenia,Slovenia,,Apodemus flavicollis,,"Korva,M., Knap,N., Rus,K.R., Fajs,L., Grubelnik,G., Bremec,M., Knapic,T., Trilar,T., Zupanc,T.A., Avsic-Zupanc,T.","University of Ljubljana, Faculty of Medicine, Institute of Microbiology and Immunology",Slovenia,1,2013-10-01,2014-10-01,ssRNA(-)
KF776640.1,GenBank,set:6ed0c242637295326c04d019301bcdeb86eaec20,,,,Dobrava-Belgrade orthohantavirus,Orthohantavirus dobravaense,Orthohantavirus,Hantaviridae,,HtSi_1023_a2000,L,"Dobrava-Belgrade virus isolate HtSi_1023_a2000 RNA-dependent RNA polymerase gene, partial cds",234,partial,Slovenia,Slovenia,,Apodemus flavicollis,,"Korva,M., Knap,N., Rus,K.R., Fajs,L., Grubelnik,G., Bremec,M., Knapic,T., Trilar,T., Zupanc,T.A., Avsic-Zupanc,T.","University of Ljubljana, Faculty of Medicine, Institute of Microbiology and Immunology",Slovenia,1,2013-10-01,2014-10-01,ssRNA(-)
KF776641.1,GenBank,set:a2e565ba273d48bd645cd291b7322170111bc537,,,,Dobrava-Belgrade orthohantavirus,Orthohantavirus dobravaense,Orthohantavirus,Hantaviridae,,HtSi_1024_a2000,L,"Dobrava-Belgrade virus isolate HtSi_1024_a2000 RNA-dependent RNA polymerase gene, partial cds",234,partial,Slovenia,Slovenia,,Apodemus flavicollis,,"Korva,M., Knap,N., Rus,K.R., Fajs,L., Grubelnik,G., Bremec,M., Knapic,T., Trilar,T., Zupanc,T.A., Avsic-Zupanc,T.","University of Ljubljana, Faculty of Medicine, Institute of Microbiology and Immunology",Slovenia,1,2013-10-01,2014-10-01,ssRNA(-)
KF776642.1,GenBank,set:3bb68599ce013bc769a79552cfb32a37c85e860e,,,,Dobrava-Belgrade orthohantavirus,Orthohantavirus dobravaense,Orthohantavirus,Hantaviridae,,HtSi_1025_a2000,L,"Dobrava-Belgrade virus isolate HtSi_1025_a2000 RNA-dependent RNA polymerase gene, partial cds",234,partial,Slovenia,Slovenia,,Apodemus flavicollis,,"Korva,M., Knap,N., Rus,K.R., Fajs,L., Grubelnik,G., Bremec,M., Knapic,T., Trilar,T., Zupanc,T.A., Avsic-Zupanc,T.","University of Ljubljana, Faculty of Medicine, Institute of Microbiology and Immunology",Slovenia,1,2013-10-01,2014-10-01,ssRNA(-)
KF776643.1,GenBank,set:37788127a6ba258b9e992b3ae8cf20d8a992e615,,,,Dobrava-Belgrade orthohantavirus,Orthohantavirus dobravaense,Orthohantavirus,Hantaviridae,,HtSi_1022_a2000,L,"Dobrava-Belgrade virus isolate HtSi_1022_a2000 RNA-dependent RNA polymerase gene, partial cds",234,partial,Slovenia,Slovenia,,Apodemus flavicollis,,"Korva,M., Knap,N., Rus,K.R., Fajs,L., Grubelnik,G., Bremec,M., Knapic,T., Trilar,T., Zupanc,T.A., Avsic-Zupanc,T.","University of Ljubljana, Faculty of Medicine, Institute of Microbiology and Immunology",Slovenia,1,2013-10-01,2014-10-01,ssRNA(-)
KF776644.1,GenBank,set:1d3b76e44e263d6187a07db26e6ae24fb812e07b,,,,Dobrava-Belgrade orthohantavirus,Orthohantavirus dobravaense,Orthohantavirus,Hantaviridae,Kurkino,HtSi_1090_a2000,L,"Dobrava-Belgrade virus isolate HtSi_1090_a2000 RNA-dependent RNA polymerase gene, partial cds",234,partial,Slovenia,Slovenia,,Apodemus agrarius,,"Korva,M., Knap,N., Rus,K.R., Fajs,L., Grubelnik,G., Bremec,M., Knapic,T., Trilar,T., Zupanc,T.A., Avsic-Zupanc,T.","University of Ljubljana, Faculty of Medicine, Institute of Microbiology and Immunology",Slovenia,1,2013-10-01,2014-10-01,ssRNA(-)
